,0,1,2,3,4,5,6,7,8,9,label
1741,1,0,0.07798853,0.027546059,0.032247827,0.085566924,0.028508814,0.038344162,0.050191681,0.03482471,0
1743,1,0,0.078376776,0.027645714,0.032372016,0.086061712,0.031481038,0.038406587,0.050377584,0.035714838,0
1758,1,0,0.102395788,0.036094512,0.042264124,0.11201158,0.03737893,0.050503314,0.065759525,0.355620161,0
1771,1,0,0.077956618,0.027534301,0.032240104,0.08545811,0.028501895,0.038251811,0.050171753,0.034758224,0
1784,1,0,0.07797577,0.027543095,0.03224787,0.085478867,0.028508755,0.038261342,0.050183925,0.035008555,0
1796,1,0,0.077957902,0.027534741,0.032240618,0.08545946,0.028502339,0.038261248,0.050172568,0.034766777,0
1800,1,0,0.077969474,0.027538853,0.032245422,0.085472269,0.028667199,0.038258096,0.050180035,0.03476828,0
1802,1,0,0.077957847,0.027534738,0.032240633,0.085459396,0.028505256,0.038252394,0.050172535,0.034771539,0
1808,1,0,0.078284445,0.027555207,0.032265433,0.085538177,0.029249227,0.038282618,0.05023863,0.034788042,0
1812,1,0,0.078542978,0.027561662,0.032273378,0.085540977,0.0285384,0.038533308,0.050220152,0.034983047,0
1839,1,0,0.084521429,0.030920926,0.03495434,0.094215042,0.030913042,0.041475173,0.054396012,0.119228402,0
1861,1,0,0.078029006,0.027550328,0.032262332,0.085631547,0.028530984,0.038355251,0.050345729,0.034931818,0
1862,1,0,0.078158592,0.027604718,0.032323151,0.085846401,0.028615215,0.038582911,0.050320976,0.036935414,0
1897,1,0,0.077957456,0.027534549,0.032240376,0.085458942,0.028503502,0.038252114,0.050172269,0.034765458,0
1900,1,0,0.077957229,0.027534636,0.032240264,0.085458531,0.028502415,0.038251975,0.050171996,0.034762931,0
1915,1,0,0.077959015,0.0275351,0.032241046,0.085460553,0.028522928,0.038252895,0.05017321,0.034767875,0
1948,1,0,0.078100688,0.027607552,0.032299428,0.086725493,0.028565034,0.03833998,0.050265838,0.035499154,0
1950,1,0,0.078655624,0.027773905,0.032518772,0.086197399,0.028750916,0.038815082,0.050605582,0.043437922,0
1953,1,0,0.088653857,0.031312364,0.036666861,0.097184533,0.032412614,0.043536219,0.057058094,0.176693522,0
1955,1,0,0.078159376,0.02760326,0.032380435,0.085673024,0.028585731,0.038531385,0.050297902,0.037096393,0
1969,1,0,0.080238799,0.028313125,0.033697885,0.087951824,0.035615125,0.039453405,0.051615799,0.05836977,0
2001,1,0,0.078313623,0.027632672,0.032764129,0.085783418,0.028963944,0.038551715,0.050343902,0.037251167,0
2005,1,0,0.08763771,0.030957219,0.036243363,0.09606961,0.032042873,0.043006386,0.05640158,0.163232084,0
2012,1,0,0.078561709,0.027720111,0.032541585,0.086057239,0.028698314,0.043228797,0.050529751,0.037220937,0
2016,1,0,0.078009305,0.027552622,0.032261566,0.08551505,0.028567459,0.03827727,0.050205137,0.035398936,0
2035,1,0,0.07795719,0.027534457,0.032240302,0.085458573,0.02850206,0.03825644,0.050172055,0.034760331,0
2056,1,0,0.077962718,0.027546439,0.032241336,0.085473788,0.028502979,0.038256468,0.050173758,0.034767757,0
2066,1,0,0.078017586,0.027555723,0.03226518,0.085524482,0.028524059,0.038886054,0.050210773,0.034957824,0
2084,1,0,0.077974879,0.027538526,0.032244511,0.085472692,0.02851581,0.038259148,0.050235535,0.034818861,0
2099,1,0,0.077981375,0.027542469,0.03224962,0.085509409,0.028761601,0.038263084,0.050189085,0.034781972,0
2103,1,0,0.078592975,0.02776034,0.032500402,0.086187577,0.036707818,0.038560613,0.050577114,0.035086136,0
2119,1,0,0.077966285,0.027537642,0.032243998,0.085468572,0.028622042,0.038256405,0.050177832,0.034766337,0
2121,1,0,0.093204648,0.032922108,0.038546159,0.173149554,0.158037048,0.045733698,0.060589044,0.041610735,0
2144,1,0,0.078284668,0.027645322,0.032362169,0.08591831,0.02861796,0.038407141,0.050391934,0.03845364,0
2149,1,0,0.077965157,0.02753731,0.032243628,0.085481543,0.028596456,0.038255959,0.050177243,0.034765808,0
2160,1,0,0.077958338,0.027534877,0.03224078,0.085459842,0.028502762,0.03825261,0.050172801,0.034779503,0
2175,1,0,0.091141015,0.032191036,0.037692702,0.099932443,0.202380715,0.044721094,0.058657219,0.040681394,0
2183,1,0,0.078705188,0.027751232,0.033223995,0.086161752,0.029024913,0.039590872,0.050596557,0.041129158,0
2193,1,0,0.077986986,0.027549418,0.032252317,0.085593006,0.02865038,0.038282156,0.050190963,0.034900562,0
2194,1,0,0.078067815,0.02757356,0.032286083,0.085580118,0.029967711,0.038306342,0.050243357,0.034808758,0
2203,1,0,0.077956671,0.027534318,0.032240129,0.085458112,0.028501902,0.038251829,0.05017178,0.034758726,0
2240,1,0,0.07795817,0.027534852,0.032240732,0.085459708,0.028521819,0.038252537,0.050172733,0.034759109,0
2258,1,0,0.116481618,0.040600687,0.051357597,0.268913891,0.06763384,0.247205277,0.109706006,0.157518523,0
2266,1,0,0.078321066,0.027577264,0.032290205,0.085612911,0.028575237,0.038320758,0.05052257,0.035788167,0
2280,0.143584174,0,0.086163144,0.030430692,0.035631358,0.094447151,0.031509842,0.042276171,0.055449182,1,0
2287,1,0,0.078113164,0.027582943,0.032293754,0.086789104,0.028931549,0.038315788,0.050263236,0.034874467,0
2305,1,0,0.077957543,0.027534639,0.032240499,0.085464527,0.028502229,0.038257668,0.050172385,0.034759555,0
2306,1,0,0.078564035,0.027738672,0.032476745,0.087875221,0.033303401,0.038532698,0.051377687,0.035095796,0
2310,1,0,0.078315906,0.027661039,0.032388679,0.08585149,0.033197839,0.038427839,0.050402662,0.034954923,0
2318,1,0,0.078330853,0.027679118,0.032395958,0.086013054,0.028785167,0.040606191,0.050410221,0.037189253,0
2330,1,0,0.083340617,0.029436023,0.034466635,0.159036569,0.030570115,0.040894712,0.054917257,0.037164592,0
2337,1,0,0.080260812,0.027598798,0.032320749,0.085660741,0.028814849,0.038343486,0.05029454,0.034845227,0
2343,1,0,0.077985181,0.027544179,0.032251627,0.085491722,0.028861004,0.038265459,0.050189814,0.03477559,0
2350,1,0,0.078039326,0.027564419,0.032274278,0.086199973,0.028559382,0.038293081,0.050227073,0.035173342,0
2353,1,0,0.077993993,0.027547512,0.032255571,0.085499429,0.028519506,0.038271117,0.050195814,0.0352489,0
2358,1,0,0.078214246,0.02762521,0.032346525,0.088964483,0.028615962,0.038378064,0.050375554,0.034890912,0
2363,1,0,0.077972296,0.027539969,0.032246572,0.08547631,0.028661702,0.038259452,0.050181852,0.034811037,0
2366,1,0,0.078056231,0.027569301,0.032281148,0.085568108,0.028577506,0.038300559,0.050235458,0.0360301,0
2399,1,0,0.078049474,0.027566952,0.032278008,0.085558853,0.028537779,0.038296777,0.05023077,0.035970229,0
2401,1,0,0.080361106,0.028383403,0.033234363,0.088314,0.060004451,0.039431612,0.051719728,0.035832728,0
2411,1,0,0.077957157,0.027534523,0.032240328,0.085458742,0.028502252,0.038252068,0.050172128,0.034764944,0
2428,1,0,0.077960947,0.027535837,0.032241883,0.085462812,0.028524549,0.038257536,0.050174523,0.034790585,0
2440,1,0,0.077989703,0.027548117,0.032251989,0.085536848,0.028514554,0.038294169,0.050192201,0.03505273,0
2472,1,0,0.078566442,0.027746749,0.032488872,0.086117378,0.028721795,0.044764816,0.050558853,0.036515542,0
2517,1,0,0.077970882,0.027539111,0.032245813,0.085473001,0.028506842,0.038269765,0.050180511,0.034927158,0
2534,1,0,0.078554016,0.027556872,0.032267225,0.085532475,0.028811639,0.038286317,0.050214185,0.034799318,0
2543,1,0,0.078059087,0.027570904,0.032282349,0.085579791,0.029803376,0.038301905,0.050237509,0.034839424,0
2570,1,0,0.077958672,0.02753465,0.032240508,0.085459128,0.028502249,0.038252477,0.050172514,0.034770001,0
2581,1,0,0.077963613,0.027534995,0.032240911,0.085460301,0.028517763,0.038252743,0.050173172,0.03476346,0
2620,1,0,0.079833919,0.027917354,0.032617315,0.095950448,0.029020232,0.038703006,0.050871562,0.036080051,0
2623,1,0,0.078038733,0.027545609,0.032254296,0.085494162,0.028532722,0.038595995,0.050192587,0.034800026,0
2629,1,0,0.078394856,0.027669246,0.032396366,0.08622778,0.028646374,0.038445452,0.052574561,0.036909035,0
2642,1,0,0.078281644,0.027648415,0.032391832,0.085950103,0.03224639,0.038408399,0.050520064,0.035026159,0
2652,1,0,0.077988998,0.027536342,0.032242382,0.085464454,0.028504562,0.038254857,0.050175366,0.034807129,0
2661,1,0,0.082998066,0.029315059,0.034324592,0.09102744,0.093715401,0.040724966,0.053415829,0.038260665,0
2662,1,0,0.077982813,0.02753779,0.032244174,0.085487367,0.028582479,0.038258373,0.050178303,0.034775203,0
2674,1,0,0.078049261,0.027553064,0.032298775,0.085520288,0.029114971,0.038277844,0.050209416,0.034784078,0
2681,1,0,0.078018654,0.027557463,0.032265749,0.085526083,0.028524587,0.038282361,0.050211701,0.035580034,0
2686,1,0,0.078021453,0.027556962,0.032266358,0.085849711,0.028933607,0.038282951,0.05021695,0.034864628,0
2687,1,0,0.077962582,0.027536402,0.032242551,0.085464778,0.028504202,0.038254829,0.050175571,0.034836655,0
2689,1,0,0.078014596,0.027553827,0.032263336,0.085529358,0.028523715,0.038494542,0.050207116,0.035253113,0
2700,1,0,0.078241068,0.027648243,0.032356118,0.085865675,0.032066688,0.038389445,0.050356056,0.034898365,0
