,0,1,2,3,4,5,6,7,8,9,label
1362,0.008339979,0,1,0.025775076,0.030163532,0.079956358,0.026665907,0.035874495,0.047075033,0.032519584,2
1373,0.019586357,0,1,0.044613318,0.052314221,0.141173644,0.056709654,0.061974067,0.794276134,0.056873714,2
1376,0.008315011,0,1,0.025758551,0.030135232,0.07992009,0.026638161,0.035761093,0.046910364,0.032490904,2
1385,0.008340638,0,1,0.025758925,0.030158644,0.079940766,0.026661776,0.035798536,0.046935813,0.032514207,2
1386,0.001965491,0,1,0.019691527,0.024068783,0.074499598,0.020526338,0.029765937,0.041066979,0.026455042,2
1390,0.007065931,0,1,0.025729564,0.028982604,0.078988274,0.025470024,0.034649146,0.046535422,0.031348993,2
1395,0.009985096,0,1,0.039988522,0.030383026,0.081314982,0.02682594,0.036184399,0.04751275,0.033112572,2
1399,0.045769705,0,1,0.045641624,0.032798018,0.087194539,0.028996035,0.039279767,0.069766044,0.049229991,2
1400,0.008343547,0,1,0.025811958,0.030159797,0.079944616,0.026662726,0.035791865,0.046943137,0.032516264,2
1413,0.008339435,0,1,0.025756108,0.030157997,0.079939081,0.026661202,0.035781435,0.046933492,0.032513498,2
1414,0.008339328,0,1,0.025756036,0.030157877,0.079938934,0.026661077,0.035781339,0.046932622,0.032513374,2
1419,0.00837714,0,1,0.028501262,0.030289609,0.080288105,0.026777541,0.035937945,0.048870962,0.032655579,2
1425,0.008608362,0,1,0.040421364,0.030992598,0.082184015,0.027399464,0.036773582,0.061880965,0.033416578,2
1444,0.008339353,0,1,0.025756092,0.03015788,0.079938873,0.026661073,0.03578135,0.046931488,0.032513363,2
1450,0.007826575,0,1,0.025293334,0.029523668,0.079393371,0.026021669,0.035218287,0.046329309,0.03189333,2
1455,0.008292683,0,1,0.025824856,0.030116797,0.079910567,0.026619101,0.035745923,0.046938523,0.032472902,2
1458,0.008306062,0,1,0.025723942,0.030126128,0.079910661,0.026629081,0.03575333,0.04690091,0.03248179,2
1470,0.008341066,0,1,0.025767933,0.030163886,0.079954696,0.026666397,0.035978939,0.046940837,0.032519868,2
1477,0.008328597,0,1,0.025760601,0.030161416,0.079975426,0.026662254,0.036403405,0.046957736,0.032518556,2
1484,0.008347877,0,1,0.025909868,0.030162983,0.079953965,0.026665612,0.035787559,0.046947804,0.032519547,2
1493,0.008393178,0,1,0.025785829,0.030220712,0.080071335,0.026690866,0.03758736,0.047055109,0.032552224,2
1496,0.008339518,0,1,0.025756724,0.030158088,0.079939266,0.026661266,0.035782274,0.046934486,0.032513587,2
1511,0.009250316,0,1,0.030277087,0.033241532,0.08811267,0.029387196,0.041396742,0.150074282,0.035841344,2
1521,0.008339428,0,1,0.025756047,0.030157928,0.07993891,0.026661133,0.035781348,0.046931513,0.032513419,2
1535,0.00834023,0,1,0.025835128,0.030160882,0.079946744,0.026663732,0.035806304,0.046936105,0.032516598,2
1536,0.00833398,0,1,0.025750969,0.030152764,0.079934353,0.026655929,0.035776285,0.046927402,0.032508285,2
1539,0.007041868,0,1,0.024602345,0.028910479,0.078831116,0.025405265,0.03455119,0.0457521,0.031272563,2
1542,0.008339914,0,1,0.02580939,0.030159646,0.0799434,0.026662654,0.035787059,0.046934367,0.032515274,2
1556,0.008340149,0,1,0.025759664,0.030159016,0.079941764,0.026662094,0.035814838,0.046933302,0.032514594,2
1559,0,0.899788943,1,0.033656272,0.042415004,0.138373437,0.035746289,0.0530316,0.074597537,0.046715841,2
1562,0.008339463,0,1,0.025756094,0.030157981,0.079938964,0.026661176,0.03578144,0.046931755,0.032513473,2
1604,0.008559057,0,1,0.026433155,0.030947524,0.082031849,0.027359172,0.036719805,0.074335975,0.033364697,2
1623,0.008351238,0,1,0.025756784,0.030158327,0.079939906,0.026661475,0.035781846,0.046932119,0.032513845,2
1629,0.008339822,0,1,0.025770788,0.030159236,0.079942329,0.026662292,0.035782898,0.046962322,0.032514826,2
1657,0.00832319,0,1,0.025750181,0.030143645,0.079931018,0.026646397,0.035768374,0.047000987,0.032499499,2
1674,0.008580098,0,1,0.026509242,0.031026787,0.082241944,0.027429262,0.036812227,0.07708173,0.03345015,2
1675,0.008336953,0,1,0.025754829,0.030157029,0.079941577,0.02665998,0.035780867,0.046997199,0.032512682,2
1692,0.00834152,0,1,0.02576717,0.030162701,0.07995283,0.026665278,0.035789332,0.047104059,0.032518853,2
1698,0.008339615,0,1,0.02575658,0.030158539,0.079940462,0.026661677,0.035782072,0.04695138,0.032514079,2
1711,0.008339407,0,1,0.025756091,0.030157957,0.079938995,0.026661156,0.035781393,0.046932552,0.032513445,2
1718,0.008553579,0,1,0.026876779,0.030932001,0.0819907,0.027345452,0.061905426,0.048136979,0.033348356,2
1724,0.008339686,0,1,0.025808666,0.030160489,0.07994668,0.026663322,0.035836874,0.046936375,0.032516228,2
1728,0.00833949,0,1,0.02575971,0.030158079,0.079939244,0.026661276,0.035781701,0.046931784,0.032513588,2
1762,0.008339486,0,1,0.025756349,0.030158029,0.079939111,0.026661222,0.03578329,0.046931681,0.032513521,2
1767,0.008371797,0,1,0.030323901,0.030290356,0.080299781,0.026777516,0.035940067,0.047261597,0.03265668,2
1797,0.008204813,0,1,0.025626502,0.030029187,0.079824431,0.026531387,0.035656679,0.046815953,0.032385354,2
1813,0.008339443,0,1,0.025756121,0.030157986,0.079939041,0.026661181,0.035781427,0.046933008,0.032513475,2
1815,0.008339455,0,1,0.025756145,0.030157977,0.079938985,0.026661183,0.035781689,0.046931822,0.032513472,2
1821,0.008370973,0,1,0.029620066,0.030274659,0.080250034,0.026764211,0.035930667,0.047241334,0.032639455,2
1823,0.008033579,0,1,0.02548627,0.029880994,0.079726969,0.026379289,0.036175503,0.04667699,0.032239265,2
1827,0.008296822,0,1,0.025738083,0.030118093,0.079905348,0.026620857,0.035746933,0.046905287,0.032473887,2
1849,0.025589566,0,1,0.015298039,0.259790634,0.098172213,0.140582651,0.033461749,0.118177281,0.025149981,2
1864,0.029303984,0,1,0.026412152,0.030918129,0.081850374,0.027325106,0.039640017,0.048058431,0.033292604,2
1866,0.008447026,0,1,0.030357646,0.030291291,0.080315513,0.026778169,0.036006083,0.047153567,0.032658004,2
1873,0.008340406,0,1,0.026014402,0.030165057,0.079960433,0.026667238,0.035797806,0.046969093,0.032521271,2
1886,0.008339402,0,1,0.02575649,0.030158452,0.079940705,0.026661561,0.035782199,0.046957091,0.032514159,2
1893,0.008179912,0,1,0.025621069,0.030006811,0.079807244,0.026508639,0.035634343,0.046832117,0.032363209,2
1896,0.008337716,0,1,0.025754537,0.030156418,0.079937841,0.026659596,0.035781651,0.046933543,0.032511944,2
1901,0.008959301,0,1,0.068619382,0.032390537,0.085859106,0.028634737,0.039128498,0.082812716,0.034925885,2
1902,0.008339679,0,1,0.025784403,0.030158819,0.079941235,0.026661926,0.035782435,0.046934174,0.032514367,2
1906,0.008339639,0,1,0.025756091,0.03015797,0.079938972,0.026661167,0.035781524,0.046931697,0.032513466,2
1913,0.008339244,0,1,0.025755874,0.030157763,0.079938761,0.02666096,0.035781198,0.046931352,0.032513262,2
1921,0.008341331,0,1,0.025973149,0.030164845,0.079957223,0.026667246,0.035789562,0.046959971,0.032520873,2
1925,0.008340385,0,1,0.025769475,0.030160667,0.079946114,0.026663554,0.03584272,0.04695611,0.032516363,2
1941,0.008347267,0,1,0.025823373,0.030186816,0.080017624,0.026685758,0.035876291,0.047878334,0.032544516,2
1946,0.008362914,0,1,0.02575732,0.030158674,0.079940852,0.0266618,0.03578224,0.046932759,0.032514223,2
1957,0.008339264,0,1,0.025767078,0.030158608,0.079941549,0.026661682,0.035782267,0.046960481,0.032514202,2
1963,0.008340327,0,1,0.025898961,0.030163566,0.07996597,0.026665227,0.036016425,0.04697171,0.032520394,2
1964,0.008339822,0,1,0.025841052,0.030160207,0.079945458,0.026663118,0.035785442,0.046935856,0.032515914,2
1966,0.01316232,0,1,0.025880319,0.030302678,0.080322552,0.026789109,0.035953224,0.047156824,0.032684585,2
1977,1,0,0.32440466,0.034320607,0.04018632,0.106531856,0.049096526,0.047679909,0.068099997,0.043456397,2
1986,0.008339466,0,1,0.025756092,0.030157959,0.079938949,0.026661159,0.035781395,0.046931643,0.032513455,2
1988,0.008339445,0,1,0.025756079,0.030157965,0.079938952,0.02666117,0.035781538,0.046931547,0.032513471,2
1993,0.008340069,0,1,0.025816221,0.030160209,0.079944963,0.02666314,0.035800915,0.046935591,0.03251588,2
1997,0.008413628,0,1,0.025787027,0.030161802,0.079949508,0.026664499,0.035793772,0.046947261,0.032521902,2
2004,0.008339115,0,1,0.025758318,0.030157723,0.079938918,0.026660909,0.035781691,0.046931437,0.0325136,2
2007,0.008344568,0,1,0.025779063,0.03017671,0.079988786,0.026677724,0.035803668,0.047578314,0.032533678,2
2015,0.008339458,0,1,0.025756096,0.030157996,0.079939013,0.026661184,0.035782365,0.046931583,0.032513487,2
2026,0.008340355,0,1,0.025758388,0.030160629,0.079946395,0.026663312,0.03578667,0.047030794,0.032516249,2
2030,0.008339909,0,1,0.025780895,0.030159182,0.079942204,0.026662243,0.035799614,0.046933447,0.032514794,2
2038,0.007942191,0,1,0.025372939,0.029778385,0.079599751,0.026278757,0.03540829,0.046566733,0.032135792,2
2053,0.008340285,0,1,0.025817991,0.030160919,0.079946776,0.026663781,0.035815873,0.046943744,0.032516643,2
2054,0.008339768,0,1,0.025757285,0.030159143,0.079942097,0.026662216,0.035786734,0.046968852,0.032514723,2
2063,0.008339479,0,1,0.025756141,0.030158046,0.079939167,0.02666124,0.035784373,0.046931727,0.032513546,2
2069,0.008279174,0,1,0.025713342,0.030114765,0.07993097,0.026613628,0.036326172,0.046902982,0.032474051,2
2078,0.008332107,0,1,0.02613669,0.030159173,0.07996055,0.026660947,0.035787464,0.046942557,0.032516008,2
2085,0.008341158,0,1,0.025901198,0.030163984,0.079955126,0.026666481,0.035788666,0.047004128,0.032520416,2
2088,0.008378936,0,1,0.026090509,0.030169105,0.079968859,0.026671007,0.035806366,0.046949486,0.032525814,2
2096,0.008339444,0,1,0.025756083,0.030157953,0.079938936,0.026661155,0.035781387,0.046931595,0.032513439,2
2108,0.008304586,0,1,0.025723155,0.03012474,0.079910191,0.026627624,0.035751603,0.046913879,0.032480432,2
2137,0.008141441,0,1,0.025528282,0.029932348,0.079739824,0.026440142,0.035559196,0.046718571,0.032289002,2
2146,0.008323753,0,1,0.02574204,0.030143407,0.079927087,0.026646426,0.035767255,0.046938745,0.032499035,2
2161,0.008397655,0,1,0.028148493,0.030237362,0.080170247,0.02672999,0.036270147,0.047103197,0.032791246,2
2163,0.008411674,0,1,0.03074177,0.030582841,0.081173578,0.027029182,0.047794055,0.047631225,0.032977121,2
2170,0.008752555,0,1,0.032923447,0.031652158,0.083901408,0.027981982,0.081240209,0.049257394,0.034125724,2
2176,0.008338575,0,1,0.025755349,0.030157345,0.07993863,0.026660434,0.035786494,0.046931084,0.032512774,2
2181,0.008339467,0,1,0.025756068,0.030157961,0.079938945,0.026661156,0.035781409,0.046931587,0.032513441,2
2204,0.008331281,0,1,0.025748193,0.030150142,0.079932035,0.026653292,0.035773673,0.046925407,0.032505685,2
2213,0,0.039953465,1,0.018435514,0.023082971,0.075793659,0.019380312,0.029038143,0.042005953,0.025578124,2
2218,0.008340409,0,1,0.025763802,0.030159337,0.079942619,0.026662385,0.035783476,0.046933956,0.032552765,2
2226,0.008335711,0,1,0.025777164,0.030157414,0.079945668,0.026660102,0.035895676,0.046933472,0.032513236,2
2227,0.008656846,0,1,0.030718129,0.030312612,0.080361681,0.026797881,0.035964909,0.047173409,0.032689337,2
2234,0.00834242,0,1,0.026083017,0.030167701,0.079965046,0.026669754,0.035793665,0.046955525,0.032523983,2
2250,0,0.105965203,1,0.01914322,0.038517142,0.08274629,0.046161316,0.030938015,0.043940732,0.027044514,2
2252,0.008322907,0,1,0.025740168,0.030142154,0.079924821,0.026645236,0.035765795,0.046916374,0.032497728,2
2267,0.008340428,0,1,0.02579795,0.030159434,0.079942865,0.026662472,0.035784031,0.046940987,0.032515057,2
2276,0.008341774,0,1,0.025763737,0.030162352,0.079950583,0.026665053,0.035788787,0.047076784,0.032518194,2
2279,0,0.073083728,0.116030144,0.019665802,1,0.08749615,0.022991371,0.052659919,0.045363624,0.027852107,2
2298,0.008339451,0,1,0.025756064,0.030157964,0.079938941,0.026661155,0.03578139,0.046931551,0.03251346,2
2309,0.008340082,0,1,0.025756177,0.030158066,0.079939212,0.026661259,0.035781545,0.046934453,0.032513567,2
2315,0.008338524,0,1,0.025761215,0.030157228,0.079938629,0.0266604,0.035780757,0.046931459,0.032512739,2
2320,0.007747969,0,1,0.025185645,0.029592758,0.079433681,0.026091747,0.035223188,0.046387467,0.031951084,2
2340,0.014456106,0,0.755114297,0.070441197,0.052279545,0.138577115,0.046217406,1,0.095633844,0.05675412,2
2359,0.008310998,0,1,0.025728712,0.030130788,0.07991466,0.026633773,0.035754528,0.046905666,0.032486408,2
2365,0,0.017755325,1,0.018320803,0.022594675,0.074157176,0.018958537,0.028713657,0.039959588,0.025025317,2
2386,0.008339529,0,1,0.025756359,0.030158286,0.079939799,0.026661454,0.035792512,0.046932029,0.032513802,2
2393,0.008370279,0,1,0.025814054,0.03016144,0.079948721,0.026664469,0.035785753,0.046974826,0.032517235,2
2406,0.008349935,0,1,0.030090299,0.030370904,0.080609462,0.026839516,0.040345073,0.047319301,0.033330649,2
2407,0.008342171,0,1,0.0257583,0.030158242,0.079940301,0.026661422,0.035782096,0.046935767,0.032513785,2
2423,0.008320303,0,1,0.025751119,0.030144814,0.079958153,0.026645743,0.035771923,0.047494485,0.032501844,2
2435,0.004909113,0,1,0.022461224,0.026892782,0.077050845,0.023369482,0.032578909,0.044356508,0.029266767,2
2447,0.008340562,0,1,0.025847438,0.030161993,0.079949991,0.02666471,0.03578898,0.046979593,0.032525518,2
2459,0.029830258,0,1,0.047652513,0.032201619,0.089306245,0.028493517,0.038213152,0.072917371,0.035322928,2
2464,0.008339853,0,1,0.025765943,0.0301598,0.079944023,0.026662773,0.035840123,0.046934463,0.032515437,2
2484,0.008339487,0,1,0.025756324,0.030158215,0.079939664,0.026661376,0.035788524,0.046934606,0.032513713,2
2505,0.008339459,0,1,0.025756071,0.030157964,0.079938955,0.026661167,0.035781397,0.046931718,0.032513445,2
2530,0.008212923,0,1,0.025687445,0.030041544,0.079846063,0.026543091,0.035667628,0.046984457,0.032398159,2
2537,0.008335858,0,1,0.025752644,0.030154539,0.079935891,0.026657715,0.035778023,0.046928346,0.032510049,2
2548,0.00833945,0,1,0.025756704,0.030157981,0.079939025,0.026661182,0.035781954,0.046931582,0.03251348,2
2560,0.008339536,0,1,0.025764905,0.030158288,0.079939839,0.026661453,0.035784553,0.046932067,0.032513815,2
2569,0.009659925,0,1,0.033828417,0.034884122,0.092466502,0.030839315,0.04138963,0.206949985,0.037608906,2
2597,0.008339462,0,1,0.025756075,0.030157966,0.07993895,0.026661176,0.035781389,0.046931553,0.032513467,2
2614,0.006827672,0,1,0.024311038,0.028713706,0.078648798,0.025206087,0.03435553,0.045545682,0.0310766,2
2625,0.008339644,0,1,0.025758151,0.030158594,0.07994062,0.02666172,0.03580161,0.046932526,0.032514145,2
2626,0.009293009,0,1,0.030341683,0.030322737,0.080412002,0.026806331,0.036001584,0.047208998,0.032691658,2
2633,0.008337625,0,1,0.025769176,0.030156557,0.07993855,0.026659674,0.03578057,0.046931648,0.032512146,2
2636,0.008339839,0,1,0.025760661,0.030159416,0.079942813,0.026662447,0.035827756,0.046934341,0.032515018,2
2655,0,0.024508923,1,0.018152313,0.022735209,0.074607761,0.019091491,0.028594931,0.040336442,0.025189665,2
2668,0.008352256,0,1,0.028628532,0.030268025,0.080280943,0.026754932,0.035919645,0.048927996,0.032635186,2
2677,0.008337801,0,1,0.025757173,0.030158534,0.079944621,0.026661394,0.035782535,0.047030245,0.032514275,2
2679,0.008301862,0,1,0.025724204,0.03012221,0.07990736,0.026625123,0.035749061,0.046897199,0.032477907,2
2690,0.008264067,0,1,0.025718457,0.030100469,0.079923517,0.026600706,0.035837702,0.047434085,0.032457975,2
2693,0.008363117,0,1,0.02582928,0.032975616,0.080166229,0.026736934,0.035994641,0.047065255,0.032605872,2
2726,0.00833942,0,1,0.025756054,0.030157942,0.079938944,0.026661155,0.035781365,0.04693183,0.032513452,2
2744,0.008348377,0,1,0.02604992,0.030183552,0.080016945,0.026682521,0.035845405,0.047704527,0.032548532,2
2748,0.008340797,0,1,0.025793567,0.030159259,0.079942615,0.026662289,0.035783467,0.046942816,0.032514932,2
2752,0.005155236,0,1,0.023442101,0.027872076,0.079761171,0.024227319,0.033733946,0.080392085,0.030327665,2
2756,0.008339445,0,1,0.025756063,0.030157953,0.079938946,0.026661168,0.035781404,0.046931544,0.032513443,2
2759,0.008339477,0,1,0.025756293,0.030157966,0.079938982,0.026661179,0.035781441,0.04693178,0.032513459,2
2770,0.008979562,0,1,0.071403576,0.032497679,0.086158551,0.028728347,0.069858184,0.053544275,0.035037156,2
2779,0.008414453,0,1,0.029519736,0.030432947,0.080681181,0.026903316,0.040600491,0.048706547,0.032811393,2
2780,0.008335232,0,1,0.025769113,0.030160662,0.079957468,0.026662753,0.035785874,0.047231977,0.032516912,2
2788,0.008339438,0,1,0.025756064,0.030157945,0.079938937,0.026661168,0.035781386,0.046931537,0.032513444,2
2793,0.008334011,0,1,0.025754264,0.030153675,0.079937305,0.026656694,0.035814717,0.04692959,0.032509289,2
2798,0.008339526,0,1,0.025779347,0.030178535,0.079947814,0.026663385,0.035864248,0.04693975,0.03251662,2
2799,0.008340459,0,1,0.025841417,0.030161631,0.079948691,0.026664406,0.035825452,0.046937354,0.032517421,2
2802,0.008339158,0,1,0.025757122,0.030157772,0.079938992,0.026660971,0.035781225,0.04693422,0.032513276,2
2817,0.008247128,0,1,0.026042742,0.030078351,0.079894402,0.026579099,0.035833531,0.046866188,0.032436009,2
2831,0.008338285,0,1,0.025755357,0.030157226,0.079939202,0.026660367,0.03578076,0.046948426,0.032512761,2
2839,0.008348424,0,1,0.025789446,0.030189541,0.080022489,0.026689081,0.035825021,0.048016203,0.032547507,2
2860,0.008338926,0,1,0.025755588,0.030157474,0.07993857,0.026660681,0.03578092,0.046932279,0.03251297,2
2867,0.008339469,0,1,0.025756082,0.030157973,0.079938945,0.026661174,0.03578144,0.046931552,0.032513458,2
2870,0.009728342,0,1,0.026590016,0.031141185,0.082662836,0.027760391,0.036920468,0.078451897,0.033730868,2
2874,0.008340816,0,1,0.025757073,0.030158818,0.079941252,0.026661925,0.03580324,0.046939633,0.032514444,2
2878,0.008338952,0,1,0.025755636,0.030157517,0.079938603,0.026660715,0.035780975,0.046932281,0.032513014,2
2886,0.008316187,0,1,0.025898603,0.030139542,0.079931648,0.026641969,0.035774228,0.046918069,0.032495607,2
2890,0.007269028,0,1,0.024779812,0.029161965,0.079123839,0.025652254,0.035329728,0.046856024,0.031526003,2
2894,0.00833944,0,1,0.025756071,0.030157943,0.07993894,0.026661164,0.035781476,0.046931534,0.032513443,2
2898,0.011921615,0,1,0.039401062,0.042336821,0.112246434,0.037426121,0.050639225,0.466141427,0.045765251,2
2913,0.008341805,0,1,0.025758555,0.030160225,0.079942059,0.026662199,0.035816101,0.046934546,0.032514716,2
2924,0.008353403,0,1,0.025957458,0.030164224,0.079961,0.026666322,0.035866372,0.046956619,0.032529052,2
2952,0.008342781,0,1,0.025798687,0.030170386,0.079972094,0.02667214,0.036180293,0.046950952,0.032526853,2
2983,0.008338569,0,1,0.025755246,0.030157146,0.079938235,0.026660332,0.035780591,0.04693134,0.032512632,2
2984,0.008453522,0,1,0.026136767,0.030579665,0.081062566,0.027033565,0.036282374,0.061661691,0.032968375,2
2985,0.008339404,0,1,0.025756448,0.030157942,0.079938949,0.026661142,0.03578137,0.046931697,0.032513437,2
2987,0.001982543,0,1,0.020172721,0.043648665,0.075945336,0.020878421,0.031123549,0.041828145,0.026925816,2
2993,0.008304169,0,1,0.025725923,0.030124246,0.079909114,0.026627166,0.035748115,0.046901104,0.032479923,2
2998,0.008344205,0,1,0.025736114,0.030132645,0.079919854,0.026635693,0.03575697,0.046934132,0.032488433,2
15,0.00947882,0,0.08333274,1,0.034458009,0.118344773,0.030430272,0.040887928,0.053636462,0.099528966,3
17,0.009021751,0,0.078890655,1,0.032626682,0.117214075,0.028843164,0.038709939,0.050819346,0.035221943,3
38,0.008754863,0,0.076554465,1,0.031660214,0.084110187,0.027989226,0.037563981,0.049269413,0.034240795,3
42,0.00875233,0,0.076533475,1,0.031651133,0.08390385,0.027981201,0.037553043,0.049258137,0.034123999,3
49,0.008753654,0,0.076545919,1,0.031656399,0.083963709,0.027985802,0.03755958,0.049277333,0.034243803,3
63,0.008752279,0,0.076532804,1,0.031650921,0.083899597,0.027981016,0.03755275,0.049255074,0.034123021,3
67,0.011842572,0,0.410340005,1,0.042804893,0.113924113,0.037841655,0.051103409,0.106187821,0.051361738,3
76,0.00875349,0,0.076547399,1,0.031657092,0.084085183,0.027986269,0.037559995,0.04926482,0.034169964,3
117,0.008756162,0,0.07659787,1,0.031665408,0.083935085,0.027993808,0.03757,0.049713001,0.034139069,3
119,0.008754928,0,0.076554606,1,0.031660018,0.084170836,0.027989054,0.037563536,0.049272807,0.034170075,3
123,0.009350085,0,0.081759308,1,0.033812696,0.156557369,0.029892126,0.040117754,0.053619703,0.036825896,3
124,0.0090058,0,0.078758069,1,0.032569158,0.115342743,0.02879266,0.038642576,0.050684714,0.03514072,3
132,0.008753922,0,0.076546237,1,0.031656798,0.084090724,0.027986211,0.037559709,0.049269618,0.034134613,3
134,0.008751542,0,0.076559065,1,0.031653439,0.083921926,0.027983,0.037640264,0.049274805,0.034138033,3
147,0.008752631,0,0.076536663,1,0.031652775,0.08396445,0.027982587,0.037556055,0.049258399,0.034127942,3
169,0.008772392,0,0.076724599,1,0.031722849,0.084126373,0.028044595,0.037638279,0.050146724,0.035637833,3
174,0.008988515,0,0.084704077,1,0.032499035,0.086820077,0.028730518,0.038560358,0.070653119,0.035057351,3
180,0.0087523,0,0.07653222,1,0.03165101,0.083898562,0.027981096,0.037552837,0.049259869,0.034123362,3
202,0.008752205,0,0.076532667,1,0.031651267,0.083901827,0.027981106,0.03755421,0.04925517,0.034129713,3
228,0.00875335,0,0.076541255,1,0.031654753,0.084017871,0.027984391,0.037557292,0.049262067,0.034139092,3
229,0.008866019,0,0.077758371,1,0.034415676,0.099249792,0.02840972,0.038148077,0.050057877,0.034653318,3
232,0.008921143,0,0.078008981,1,0.032261731,0.10478905,0.028520989,0.038277456,0.050211214,0.034805601,3
235,0.008750196,0,0.076562932,1,0.031651899,0.083911078,0.027981502,0.037554517,0.049358801,0.034125034,3
260,0.009911958,0,0.086678097,1,0.035822233,0.218682584,0.031918306,0.042502235,0.063524067,0.038664842,3
267,0.008752643,0,0.076549936,1,0.031653316,0.083911524,0.027983071,0.037555905,0.049296831,0.034158713,3
270,0.008753439,0,0.076542076,1,0.031655057,0.083913649,0.027984672,0.037557646,0.049389072,0.034128062,3
288,0.008752311,0,0.076532214,1,0.031651008,0.083896713,0.027981098,0.037554342,0.04925522,0.034128425,3
293,0.008759186,0,0.076599693,1,0.031678488,0.083974204,0.02800516,0.038255409,0.049302219,0.034374138,3
298,0.008749587,0,0.076554373,1,0.031654668,0.084012599,0.027983588,0.037710053,0.049273674,0.034128165,3
317,0.010871512,0,0.102875883,0.249900484,0.038112676,0.101819474,0.033692264,0.045335171,1,0.042663749,3
319,0,0.202632996,0.135746308,1,0.075830173,0.168576408,0.026860731,0.049725291,0.057989602,0.047353738,3
328,0.008752788,0,0.076573908,1,0.031653028,0.083904501,0.027982843,0.037587072,0.049259887,0.034125616,3
332,0.00880173,0,0.076979791,1,0.031835033,0.089130181,0.02814348,0.037771457,0.050491263,0.034507169,3
344,0.008751398,0,0.076533173,1,0.031650771,0.083908359,0.027980721,0.037557735,0.049255233,0.034139771,3
351,0.009851819,0,0.086562468,0.225105851,0.03574984,1,0.031572765,0.042425956,0.055719749,0.039195033,3
353,0.008764683,0,0.076647907,1,0.031698462,0.084538592,0.028022782,0.037609285,0.049329747,0.035190244,3
355,0.008753608,0,0.076547433,1,0.031655757,0.083929404,0.027985259,0.03768348,0.049267904,0.034128547,3
358,0.008826239,0,0.077174904,1,0.03191616,0.092776798,0.028215491,0.03786746,0.049668,0.034614637,3
369,0.008752511,0,0.07653371,1,0.03165165,0.083915827,0.02798166,0.037553624,0.049261604,0.034127088,3
395,0.008752927,0,0.07657255,1,0.031653131,0.083903159,0.027982959,0.037567482,0.049278039,0.034130814,3
407,0.008752277,0,0.07653199,1,0.031650921,0.08390038,0.027981017,0.037552744,0.049254931,0.034123027,3
414,0.008752253,0,0.076531844,1,0.031650844,0.083896781,0.027980945,0.037553217,0.049254832,0.034123916,3
421,0.01154713,0,0.102101048,0.41764008,0.042137146,1,0.037232561,0.050022299,0.065780638,0.075375617,3
427,0.008757046,0,0.076584317,1,0.031673026,0.084494181,0.027999205,0.037582652,0.049288285,0.034298141,3
444,0.008755328,0,0.076558645,1,0.031661956,0.084255784,0.027990749,0.037566449,0.049289289,0.0341387,3
453,0.008752246,0,0.076531665,1,0.031650781,0.08389596,0.027980891,0.037552594,0.049254685,0.034122876,3
481,0.008814309,0,0.082568658,1,0.031875677,0.084492362,0.02817968,0.039432527,0.049608173,0.034365366,3
490,0.008752466,0,0.076545974,1,0.031651573,0.083898137,0.027981601,0.037564785,0.04925683,0.034123812,3
492,0.009032929,0,0.079274558,1,0.032758959,0.086892314,0.02895597,0.070596087,0.051003324,0.039623884,3
546,0.008753261,0,0.076541981,1,0.031654936,0.08390828,0.027984544,0.037563033,0.04926139,0.034257232,3
558,0.00875779,0,0.076580212,1,0.031670842,0.084558225,0.027998628,0.037577441,0.049287994,0.03416641,3
562,0.008752382,0,0.076533211,1,0.03165131,0.083914181,0.027981354,0.037553721,0.049255582,0.034123447,3
569,0.008752267,0,0.076531878,1,0.031650875,0.083896974,0.027980982,0.037552696,0.049254846,0.034124857,3
570,0.008835854,0,0.077298938,1,0.031953761,0.084712075,0.028248212,0.038200497,0.049754519,0.043634352,3
573,0.008754422,0,0.076553835,1,0.031659631,0.083920672,0.027988674,0.037835479,0.049271981,0.034147462,3
577,0.010175404,0,0.088992943,1,0.03679081,0.097533306,0.032524933,0.045971132,0.05725417,0.199694585,3
582,0.00875225,0,0.076531695,1,0.031650806,0.083896532,0.027980912,0.037552602,0.049254703,0.03412293,3
586,0.008752272,0,0.076531697,1,0.031650805,0.083896311,0.027980924,0.037552627,0.049254714,0.034122889,3
603,0.008752587,0,0.076534708,1,0.031652002,0.083925845,0.027981966,0.03755442,0.049256697,0.034135416,3
616,0.008753646,0,0.076555029,1,0.031659562,0.084036196,0.027987915,0.037562585,0.049406465,0.034164889,3
618,0.008755122,0,0.076556953,1,0.031661198,0.084182561,0.027990099,0.037564993,0.049282186,0.034192836,3
620,0.008752648,0,0.0765353,1,0.031652487,0.083941113,0.027982216,0.037558755,0.049257259,0.034125857,3
621,0.008746043,0,0.076535104,1,0.03164894,0.08390986,0.02797724,0.037616133,0.049274017,0.0341398,3
630,0.008787155,0,0.078463926,1,0.03177928,0.084242208,0.028094389,0.040167603,0.049455153,0.034261518,3
634,1,0,0.15745409,0.954274781,0.062217978,0.187647986,0.055891506,0.073976114,0.098550454,0.073570564,3
636,0.008752224,0,0.076534304,1,0.031651473,0.083914271,0.027981458,0.037553839,0.049261139,0.03413125,3
650,0.012217709,0,0.106834479,0.512756383,0.044183593,1,0.039064251,0.052421537,0.068830904,0.047864055,3
672,0.009058324,0,0.079238893,1,0.032758987,0.121701886,0.028960438,0.038939019,0.050980518,0.035438911,3
